Issue Type,Issue ID,Parent ID,Epic Link,Epic Name,Parent Link,Parent,Summary,Component/s,Priority,Story Points,Labels,Labels,Labels,Description,Acceptance Criteria
Epic,147,,,AI Support Panel,139,139,AI Support Panel,Agent Workspace,High,,agent-app,ai,,"The per-column assist surface: a next-best-response draft the agent can adopt/edit/ignore, predicted topic buttons, one-click predicted questions, recommended knowledge-base articles, and autopilot controls (start/stop, scope hints). It turns the agent from a typist into an editor.

Value: cuts typing and lookup time and raises response quality and consistency.

=== TECHNICAL SCOPE ===
AISupport per column: a next-best-response draft (reply + autopilot scope hint), topic buttons (predict-
intent), predicted questions (predict-questions, one-click inject into the composer), recommended KB
articles (matchResources), and AutopilotMenu (start/stop + scope). All suggestions are non-binding
(adopt/edit/ignore).","Definition of done:
- A suggested reply and an autopilot scope hint are shown per turn.
- Topic and question suggestions inject into the composer in one click.
- Autopilot can be started and stopped from the panel."
Story,148,,AI Support Panel,,,147,Adopt an AI-suggested reply,Agent Workspace,High,5,agent-app,ai,,"As an agent, I want a concise suggested reply for my next turn that I can adopt, edit, or ignore, so that I respond faster without sacrificing my judgment or voice.

=== TECHNICAL DESIGN ===
Call next-best-response; show the draft + scope hint; clicking inserts it into the composer; the agent can
edit before sending.","Scenario: Suggested reply is editable
  Given a client message awaits a response
  Then the panel shows a one-to-two sentence suggested reply and an autopilot scope hint
  And I can insert it into the composer and edit before sending"
Story,149,,AI Support Panel,,,147,Insert predicted questions and recommended articles,Agent Workspace,,3,agent-app,ai,,"As an agent, I want predicted client questions and recommended KB articles I can inject with one click, so that I steer the conversation and share the right resource instantly.

=== TECHNICAL DESIGN ===
predict-questions -> QuestionButtons; KB matchResources -> article links; one click injects the question
into the composer or shares the article.","Scenario: One-click inject
  Given the AI support panel shows predicted questions and articles
  When I click one
  Then it is inserted into my composer or shared as appropriate"
Story,150,,AI Support Panel,,,147,Start and stop autopilot from the panel,Agent Workspace,High,5,agent-app,ai,,"As an agent, I want controls to start and stop autopilot for a conversation, so that I can delegate routine collection to the AI and reclaim control whenever I want.

=== TECHNICAL DESIGN ===
AutopilotMenu starts the runAutopilotTurn loop (POST /autopilot-turn scope=get-intent) until a
proposedAction appears or the agent stops. Stop cancels in-flight sends and emits the typing-stop sentinel.","Scenario: Autopilot control
  Given a conversation is active
  When I start autopilot
  Then it begins driving turns until it produces a Proposed Action or I stop it
  And stopping it immediately returns control to me and clears any pending typing indicator"
Sub-task,151,150,,,,150,runAutopilotTurn loop (scope=get-intent),Agent Workspace,,,,,,Drive turns until a proposedAction appears or the agent stops.,
Sub-task,152,150,,,,150,Stop cancels in-flight send + emits typing-stop sentinel,Agent Workspace,,,,,,Immediately return control; clear the customer typing indicator.,
Epic,153,,,"Proposed Action Review, Evidence & Submission",139,139,"Proposed Action Review, Evidence & Submission",Agent Workspace,Highest,,agent-app,ai,,"When autopilot has collected all fields, a structured Proposed Action card appears with every value. The agent can edit any field, then submit (Type 1) or send to the client (Type 3). While the card is visible, the transcript highlights the exact span each value came from, and each field has a locate (crosshair) button that scrolls to and flashes its span; unlocatable values are flagged.

Value: fast, accountable approvals - the agent verifies the source of each value in seconds.

=== TECHNICAL SCOPE ===
ProposedActionCard shows proposedAction.fields (editable). Type 1 button ""Submit Action""; Type 3 ""Send to
client"". Submit is shared via the submitProposedAction util -> POST /execute-task -> confirmation appended +
send-agent-message. Evidence: while the card is visible, ChatColumn (and FocusingDesktop's FocusMessageBubble)
highlight each field's span from slot.proposedActionEvidence; each field has a crosshair button firing an
evidence-jump CustomEvent (container-scoped lookup because pre-*/prior-* message ids repeat across columns).
Clear evidence on submit/reject; unlocatable fields show a ""not located in transcript"" hint.
KNOWN BUG to fix: ProposedActionCard editedFields state doesn't reset when FocusingDesktop switches between
two contacts that both have cards - fix with key={slot.contactId}.","Definition of done:
- Every collected field is shown and editable before submission.
- Evidence highlights and locate buttons work while the card is visible.
- Submit executes the task and posts a confirmation to the client."
Story,154,,"Proposed Action Review, Evidence & Submission",,,153,Review and edit a Proposed Action before submitting,Agent Workspace,High,5,agent-app,,,"As an agent, I want a card showing every collected field that I can edit before I submit, so that I keep final judgment over what gets executed.

=== TECHNICAL DESIGN ===
Render fields editable; submit via submitProposedAction; append the confirmation; reset editedFields on
contact switch via key={slot.contactId}.","Scenario: Edit then submit
  Given autopilot produced a Proposed Action
  When I correct a field and submit
  Then the task executes with my edited values and the client receives a confirmation"
Story,155,,"Proposed Action Review, Evidence & Submission",,,153,Verify each value against the transcript with evidence,Agent Workspace,High,5,agent-app,ai,,"As an agent, I want each card field to highlight where in the transcript it was established and let me jump to that span, so that I can trust the action and catch anything not actually said.

=== TECHNICAL DESIGN ===
Fire the locate-evidence request in parallel during the autopilot send delay; store slot.proposedAction
Evidence; highlight + crosshair-jump (CustomEvent); bail hidden columns (clientWidth===0); clear on
submit/reject.","Scenario: Locate evidence span
  Given a Proposed Action card is visible
  When I click a field's locate button
  Then the transcript scrolls to and flashes the span where that value was established

Scenario: Unlocatable value is flagged
  Given a value cannot be traced to the transcript
  Then the field shows a ""not located in transcript"" hint"
Sub-task,156,155,,,,155,Fire parallel locate-evidence request on action ready,Agent Workspace,,,,,,"During the autopilot send delay, request validated spans and store on slot.proposedActionEvidence.",
Sub-task,157,155,,,,155,Render highlights + crosshair jump buttons while card visible,Agent Workspace,,,,,,Container-scoped lookup; clear on submit/reject; bail on hidden columns (clientWidth===0).,
Epic,158,,,Client Disconnect Detection,139,139,Client Disconnect Detection,Agent Workspace,High,,agent-app,connect,,"If the client ends/closes the chat on their side, the column does not silently jump to wrap-up: the AI area is replaced by a clear ""Client closed the chat."" notice with an explicit End chat button, the composer is disabled, and any running autopilot stops. Works in all four UI modes.

Value: prevents agents from typing into a dead chat and makes the end-of-conversation explicit.

=== TECHNICAL SCOPE ===
Detect the customer's participant.left event (chatjs routes unmapped events to chatSession.onMessage) ->
set slot.customerDisconnected. contact.onEnded holds the slot at 'active' while customerDisconnected is set
(Connect ends the whole contact on customer disconnect). Replace the AI area with a ""Client closed the
chat."" notice + End chat button (all 4 UI modes); disable the composer; stop autopilot. End chat -> the ACW
transition.","Definition of done:
- The customer participant-left event is detected and surfaced as a notice.
- The composer is disabled and autopilot stops on disconnect.
- Clicking End chat transitions the column to ACW."
Story,159,,Client Disconnect Detection,,,158,Know immediately when a client leaves,Agent Workspace,High,5,agent-app,connect,,"As an agent, I want a clear notice and a disabled composer when the client closes the chat, so that I do not keep typing into a conversation that has ended.

=== TECHNICAL DESIGN ===
Map participant.left in onMessage -> notice + End chat + disabled composer + autopilot stop; End chat
advances the column to ACW.","Scenario: Client-left notice
  Given a client closes the chat on their side
  Then I see ""Client closed the chat."", the composer is disabled, and autopilot stops
  And clicking End chat moves the column to after-call work"
Sub-task,160,159,,,,159,Detect participant.left via chatSession.onMessage,Agent Workspace,,,,,,chatjs routes unmapped events to onMessage; set slot.customerDisconnected.,
Sub-task,161,159,,,,159,Hold slot at active + show notice/End chat in all 4 modes,Agent Workspace,,,,,,Do not auto-advance to ACW; disable composer; stop autopilot; End chat -> ACW.,
Epic,162,,,After-Call Work (ACW) Generation,139,139,After-Call Work (ACW) Generation,Agent Workspace,High,,agent-app,ai,,"When a chat ends, the generate-acw Lambda produces a standardized wrap-up code, a 3-5 sentence factual summary, and one sentence of specific second-person coaching. The agent reviews and submits rather than writing wrap-up by hand.

Value: eliminates manual after-call work, improving accuracy and freeing capacity.

=== TECHNICAL SCOPE ===
generate-acw Lambda (Nova Micro) takes transcript + profile and returns {wrapUpCode (one of ~30), summary
(3-5 factual sentences), coaching (1 sentence, second person, + optional improvement)}. The AfterCallWork
component shows it for review/submit; triggered on chat end (End chat click).","Definition of done:
- ACW returns a valid wrap-up code, summary, and coaching for any ended chat.
- The agent can review and submit (and adjust if needed)."
Story,163,,After-Call Work (ACW) Generation,,,162,Get wrap-up written automatically,Agent Workspace,High,5,agent-app,ai,,"As an agent, I want the system to generate the wrap-up code, summary, and coaching when a chat ends, so that I review and submit after-call work instead of typing it.

=== TECHNICAL DESIGN ===
POST /generate-acw on end; render AfterCallWork with the three outputs; allow light edit + submit.","Scenario: Auto-generated ACW
  Given a chat has ended
  Then I am presented a standardized wrap-up code, a 3-5 sentence summary, and one coaching point
  And I can review and submit it"
Epic,164,,,Agent-to-Customer Messaging & Autopilot Send,139,139,Agent-to-Customer Messaging & Autopilot Send,Agent Workspace,High,,agent-app,connect,ai,"The send path from agent to client: the send-agent-message Lambda pushes agent messages and typing events via the Connect API; autopilotSend layers the human-realistic reading+typing delays and the agent-name broadcast so AI-assisted replies are indistinguishable from the agent typing.

Value: a single, reliable outbound path that powers both manual and AI-assisted replies.

=== TECHNICAL SCOPE ===
send-agent-message Lambda pushes an agent message OR a typing event (event:'typing') to the client via the
Connect API (raw fetch with the connection token avoided 403s). autopilotSend layers autopilotDelay
(reading + typing) and the typing-stop sentinel on cancel; the agent broadcasts its full name on connect.","Definition of done:
- Agent messages and typing events reach the client via Connect.
- Autopilot sends honor reading/typing delays and cancel cleanly.
- The agent full name is broadcast so client-side attribution is correct."
Story,165,,Agent-to-Customer Messaging & Autopilot Send,,,164,Send agent messages and typing reliably,Agent Workspace,,3,agent-app,connect,,"As an agent, I want my messages and typing state to reach the client reliably, so that the conversation feels live and responsive.

=== TECHNICAL DESIGN ===
POST /send-agent-message {contactId, text | event:'typing'}; use the connection token; preserve ordering
with autopilotSend.","Scenario: Outbound message and typing
  Given I am connected to a client
  When I type and send
  Then the client sees my typing indicator and then my message"
Feature,166,,,,,,Task Execution & Fulfillment,Task Execution,Highest,,backend,dynamodb,,"Turns an approved Proposed Action into a real outcome. The execute-task Lambda performs the action - writing to DynamoDB for the tasks that own real data (beneficiaries, auto-invest, RMD settings) and returning realistic confirmations for the rest - always producing a traceable reference number and a structured confirmation the client sees as a green card. It also implements the submission-type framework, including the client-submitted (Type 3) approval round-trip.

Value: closes the loop - requests collected by AI and approved by an agent actually take effect, with an auditable confirmation.

=== ARCHITECTURE & STACK ===
execute-task Lambda (Node 20) behind POST /execute-task; dispatch by taskId. Real writes use the
lib-dynamodb DocumentClient (UpdateCommand) on the Clients table; mock tasks return a well-formed
confirmation. Every result carries referenceNumber = REF-XXXXXX. The confirmation is delivered to the
client chat (via send-agent-message) as a structured payload the customer renders as a green confirmation
card. submissionType is stamped on the proposedAction (withSubmissionType) at both return sites in
autopilot-turn.","Definition of done:
- Every execution returns a REF-XXXXXX reference and a structured confirmation.
- Real-data tasks persist correctly; mock tasks return clean confirmations.
- Type 3 actions execute only after the client approves, with identical confirmation."
Epic,167,,,Execute-Task Engine,166,166,Execute-Task Engine,Task Execution,Highest,,backend,,,"The single execution entry point: dispatches by task, distinguishes real vs mock execution, mints a REF-XXXXXX reference number, and returns the confirmation payload that the client chat renders.

Value: one consistent, traceable execution path for all 19 tasks.

=== TECHNICAL SCOPE ===
switch(taskId){...}; mint REF-XXXXXX; return {referenceNumber, confirmation, ...}. Mock handlers return
canned confirmations; real handlers perform the DynamoDB write. Make real writes safe to retry.","Definition of done:
- Each task maps to an execution handler (real or mock).
- Every execution returns a unique reference number and confirmation text."
Story,168,,Execute-Task Engine,,,167,Execute an approved action and return a reference,Task Execution,High,5,backend,,,"As an agent, I want an approved action to execute and return a reference number, so that the client and I both have proof the action was taken.

=== TECHNICAL DESIGN ===
Map each taskId to a handler; generate the REF; shape the structured confirmation payload the client card
renders.","Scenario: Execution yields a reference
  Given I submit an approved Proposed Action
  When execute-task runs
  Then it returns a REF-XXXXXX reference and a structured confirmation"
Epic,169,,,Real DynamoDB Executions,166,166,Real DynamoDB Executions,Task Execution,High,,backend,dynamodb,,"The tasks that own real data write it: beneficiaries (atomic per-account replace that preserves other accounts), auto-invest create/update/pause-resume, and RMD settings. Live trades append a Pending transaction row dated today.

Value: these high-value actions actually change the client record, so portal and assistant stay true.

=== TECHNICAL SCOPE ===
Real writers: update-beneficiaries (atomic per-account replace, preserving other accounts), setup/update/
pause auto-invest, update-rmd-settings. Use UpdateCommand with attribute-path expressions; read-modify-write
only the target sub-structure. Live trades PutItem a Pending transaction row dated today into the
Transactions table.","Definition of done:
- Beneficiary writes are atomic and preserve untouched accounts.
- Auto-invest and RMD writes persist and are reflected on the portal.
- Trade executions append a Pending transaction row."
Story,170,,Real DynamoDB Executions,,,169,"Persist beneficiary, auto-invest, and RMD changes",Task Execution,High,5,backend,dynamodb,,"As an investor, I want my approved beneficiary, auto-invest, and RMD changes to actually save, so that the change I asked for is real, not just acknowledged.

=== TECHNICAL DESIGN ===
UpdateCommand against accounts/autoInvest/rmd; replace beneficiaries keyed by accountId while preserving
siblings; recompute derived fields (e.g. nextDate).","Scenario: Atomic beneficiary replace
  Given I approve a beneficiary change on one account
  When it executes
  Then that account's beneficiaries are replaced and my other accounts are untouched

Scenario: Auto-invest and RMD persist
  Given I approve an auto-invest or RMD change
  Then the new schedule/settings appear on the corresponding portal page"
Story,171,,Real DynamoDB Executions,,,169,Reflect executed trades in transaction history,Task Execution,,3,backend,dynamodb,,"As an investor, I want an executed buy to show up immediately as a Pending transaction, so that I can see the order I just placed in my history.

=== TECHNICAL DESIGN ===
On buy execute, append a Pending row (PK clientId, SK ""<today>#<seq>"", status Pending) to the Transactions
table so it shows immediately.","Scenario: Trade appends a Pending row
  Given a purchase is executed
  Then a Pending transaction dated today appears in my history"
Epic,172,,,Confirmation Experience,166,166,Confirmation Experience,Task Execution,High,,customer-app,ux,,"Completed actions are rendered to the client as a distinct green confirmation card - structured header, reference number, and a past-tense description - rather than a plain chat bubble.

Value: unambiguous, reassuring proof that an action completed, with a reference for follow-up.

=== TECHNICAL SCOPE ===
The customer renders a green confirmation card (structured header, REF number, past-tense description)
rather than a plain bubble; deliver it as a control payload recognized client-side in ChatMessage.","Definition of done:
- Confirmations render as a green card with header, reference, and past-tense summary.
- The same card renders for agent-submitted (Type 1) and client-submitted (Type 3) actions."
Story,173,,Confirmation Experience,,,172,Receive a clear confirmation card for completed actions,Task Execution,,3,customer-app,ux,,"As an investor, I want a clear confirmation card with a reference number when an action completes, so that I know exactly what was done and can reference it later.

=== TECHNICAL DESIGN ===
Define the confirmation payload schema {referenceNumber, title, body}; ChatMessage detects + renders it as
the green card.","Scenario: Green confirmation card
  Given an action I requested completes
  Then I see a green card with a header, reference number, and a past-tense description of what was done"
Epic,174,,,Client-Submitted Approvals (Type 3),166,166,Client-Submitted Approvals (Type 3),Task Execution,High,,customer-app,agent-app,compliance,"For actions only the account owner may authorize (the first is adding an authorized user), the agent collects the details but cannot submit: their card button reads ""Send to client"", which places an editable ""Your approval is required"" card in the client's chat while the agent sees a waiting note. On the client's Submit, the agent app runs the exact same submit path as Type 1, so the confirmation is identical. Decline returns the card to the agent; agent cancel / chat-end / client-left all clean up the pending state, with an idempotency guard on the relay.

Value: enforces that owner-only authorizations are actually made by the owner, without a separate flow.

=== TECHNICAL SCOPE ===
For submissionType 'client': the agent ProposedActionCard button = ""Send to client"". Round-trip via control
messages (agent->customer: approval-form, approval-cancel; customer->agent: client-approved, client-
declined). Agent sends the form -> customer renders ApprovalFormCard (editable fields, NO evidence buttons)
-> Submit sends client-approved -> the agent app runs the SAME submitProposedAction path as Type 1 (byte-
identical confirmation). Decline returns the card to the agent. Idempotency: flip awaitingClientApproval=
false BEFORE the await on the relay. Agent Cancel / chat-end / client-left all clean up the pending state.","Definition of done:
- Agent ""Send to client"" places an editable approval card in the client chat.
- Client Submit executes via the shared Type 1 path; Decline returns it to the agent.
- Cancel/chat-end/client-left clean up; the relay is idempotent."
Story,175,,Client-Submitted Approvals (Type 3),,,174,Approve an owner-only action in my own chat,Task Execution,High,5,customer-app,,,"As an account owner, I want to review and submit owner-only actions (like granting account access) myself in chat, so that authorizations that require my consent are actually made by me.

=== TECHNICAL DESIGN ===
Wire the control-message round-trip + ApprovalFormCard + the shared submit util + the idempotency guard +
cleanup paths.","Scenario: Owner approves in chat
  Given an agent sends me an approval card
  When I review the editable fields and Submit
  Then the action executes and I receive the same confirmation as any other action

Scenario: Decline returns to the agent
  Given I have an approval card
  When I Decline
  Then the agent is notified and the card returns to them"
Sub-task,176,175,,,,175,"Agent ""Send to client"" relay + waiting state",Task Execution,,,,,,"Send an approval-form control message to the client chat; show ""Waiting for client to submit..."" with Cancel; add an idempotency guard before the await.",
Sub-task,177,175,,,,175,"Client approval card (editable fields, no evidence) + control messages",Task Execution,,,,,,"Render the approval card from the approval-form state; Submit sends a client-approved control message, Decline sends a client-declined one; reuse the shared submit utility so confirmation is identical to agent submit.",
Sub-task,178,175,,,,175,Agent Send-to-client relay + waiting note + idempotency guard,Task Execution,,,,,,Send the approval-form control message; flip awaitingClientApproval=false before the await.,
Sub-task,179,175,,,,175,Client approval card + approve/decline control messages,Task Execution,,,,,,"Editable fields, no evidence; Submit -> client-approved -> shared submit util (identical confirmation); Decline returns to agent.",
Sub-task,180,175,,,,175,Cleanup on cancel / chat-end / client-left,Task Execution,,,,,,Clear the pending approval state in every termination path.,
Epic,181,,,Submission-Type Framework,166,166,Submission-Type Framework,Task Execution,Medium,,backend,,,"A per-task submissionType (agent default / licensed-agent reserved / client = Type 3) stamped onto every Proposed Action, so the agent UI and execution path know who may submit each action.

Value: a clean, extensible model for authorization that new tasks can opt into.

=== TECHNICAL SCOPE ===
Task.submissionType ('agent' default | 'licensed-agent' reserved | 'client'); withSubmissionType stamps it
onto the proposedAction at both autopilot-turn return sites; the card adapts its button; a new Type 3 task
is just the field set to 'client'.","Definition of done:
- Every Proposed Action carries its submission type.
- The agent card adapts its button to the type.
- Adding a Type 3 task requires only setting the field."
Story,182,,Submission-Type Framework,,,181,Stamp and honor each task's submission type,Task Execution,,3,backend,agent-app,,"As a product owner, I want each task to declare who may submit it and the system to honor that, so that authorization rules are explicit and consistent across tasks.

=== TECHNICAL DESIGN ===
Add submissionType to the TASKS entry; stamp it in autopilot-turn; branch the card button; keep the execute
path identical regardless of type.","Scenario: Submission type drives the UI
  Given a task declares its submission type
  Then the Proposed Action is stamped with it
  And the agent card shows Submit Action (agent) or Send to client (Type 3) accordingly"
Feature,183,,,,,,Knowledge & Predictive Assistance,Knowledge & Predict,High,,backend,ai,,"The knowledge and prediction layer that makes both the client chat and the agent workspace feel anticipatory: a curated knowledge base (62 topics, 247 Q&A pairs) mapped to pages and wizard steps, plus three predictive services - predict-intent (relevant topics for the page/conversation), predict-questions (the client's likely next questions), and next-best-response (a suggested agent reply with an autopilot scope hint).

Value: reduces effort on both sides of the conversation and surfaces the right knowledge at the right moment.

=== ARCHITECTURE & STACK ===
kb.ts is a pure (React-free) data module: KB topics + ~247 Q&A + EXTRA_PAGE_TOPICS (page/step -> topic ids)
+ matchResources (article recommender). Three Nova Micro Lambdas behind their routes: predict-intent
(page+convo -> topics), predict-questions (convo -> 3 next questions), next-best-response (convo -> reply +
autopilot scope). Consumed by the customer chat pills (TopicButtons/QuestionButtons) and the agent AISupport
panel. Keep kb.ts importable by both frontends and lambdas.","Definition of done:
- KB content is page/step-mapped and powers chat pills and the agent topic row.
- Predict-intent, predict-questions, and next-best-response each return useful, scoped results."
Epic,184,,,Knowledge Base Content & Mapping,183,183,Knowledge Base Content & Mapping,Knowledge & Predict,High,,backend,content,,"The curated KB: 62 financial topics with 247 pre-written Q&A pairs covering IRAs, RMDs, rollovers, taxes, fund info, and account types, mapped to the page (and, in flows, the exact step) so suggestions stay tightly relevant. Includes per-page extra-topic mappings and the page-context keys the wizard publishes.

Value: authoritative, reusable answers that keep the assistant accurate and on-message.

=== TECHNICAL SCOPE ===
KB[] topics each with questions + answers; EXTRA_PAGE_TOPICS maps page keys (and open-account/<step>) to
topic ids; pageKeyFromPath derives the key from the route; a pageContextStore can publish a finer key. Keep
help-page slugs aligned with the link table.","Definition of done:
- Topics and Q&A are mapped to page/step keys.
- The mapping resolves the correct topics for each page and wizard step."
Story,185,,Knowledge Base Content & Mapping,,,184,Maintain a page-mapped knowledge base,Knowledge & Predict,High,5,backend,content,,"As a content owner, I want a knowledge base of topics and Q&A mapped to the pages and steps where they apply, so that the assistant always offers relevant, accurate answers.

=== TECHNICAL DESIGN ===
Author topics + Q&A; map them to page/step keys in EXTRA_PAGE_TOPICS; verify each mapped page route exists.","Scenario: Topics resolve by page/step
  Given a client is on a specific page or wizard step
  When topic suggestions are requested
  Then the KB returns topics mapped to that exact context"
Epic,186,,,Predict Intent (Topic Suggestions),183,183,Predict Intent (Topic Suggestions),Knowledge & Predict,Medium,,backend,ai,,"Given the client's current page (or published sub-page/step) and recent messages, predict-intent suggests which KB topics are most relevant. Powers the client chat's topic pills and the agent AI support panel's topic row.

Value: one engine drives relevant suggestions on both sides of the conversation.

=== TECHNICAL SCOPE ===
predict-intent Lambda (Nova Micro): input {pageKey, recentMessages} -> ranked topic ids drawn from KB +
EXTRA_PAGE_TOPICS. Powers the customer TopicButtons and the agent topic row.","Definition of done:
- Returns ranked topics for a given page/context and recent messages.
- Powers both client pills and the agent topic row."
Story,187,,Predict Intent (Topic Suggestions),,,186,Suggest relevant topics from page and conversation,Knowledge & Predict,,3,backend,ai,,"As an investor, I want topic suggestions based on where I am and what we have discussed, so that the suggestions feel relevant rather than generic.

=== TECHNICAL DESIGN ===
Build the prompt from pageKey + EXTRA_PAGE_TOPICS + recent messages; return ranked topic ids; cache per
page where possible.","Scenario: Context-ranked topics
  Given my page and recent messages
  When predict-intent runs
  Then it returns the most relevant KB topics for my situation"
Epic,188,,,Predict Questions,183,183,Predict Questions,Knowledge & Predict,Medium,,backend,ai,,"Given the current conversation, predict-questions suggests the three most likely next questions the client might ask; each can be injected into the agent composer with one click.

Value: helps agents pre-empt needs and keeps clients moving with one-tap follow-ups.

=== TECHNICAL SCOPE ===
predict-questions Lambda: input conversation -> 3 likely next questions (strings) with optional pre-written
answers; one-click inject into the agent composer.","Definition of done:
- Returns three plausible next questions for the conversation.
- Each is insertable into the agent composer in one click."
Story,189,,Predict Questions,,,188,Anticipate the client's next questions,Knowledge & Predict,,3,backend,ai,,"As an agent, I want the three most likely next questions surfaced so I can address them proactively, so that I stay a step ahead and reduce back-and-forth.

=== TECHNICAL DESIGN ===
Prompt for the top 3 next questions; return an array; render as QuestionButtons.","Scenario: Next-question suggestions
  Given an in-progress conversation
  When predict-questions runs
  Then it returns three likely next questions I can insert with one click"
Epic,190,,,Next-Best Response,183,183,Next-Best Response,Knowledge & Predict,High,,backend,ai,,"next-best-response suggests a concise one-to-two sentence reply for the agent's next turn plus an autopilot scope recommendation, shown as a draft the agent can adopt, edit, or ignore.

Value: the single biggest lever on agent typing time and consistency.

=== TECHNICAL SCOPE ===
next-best-response Lambda: input conversation -> {reply (1-2 sentences), scope hint}; shown in AISupport as
an editable draft.","Definition of done:
- Returns a concise suggested reply and an autopilot scope hint per turn.
- The suggestion is non-binding and editable."
Story,191,,Next-Best Response,,,190,Draft the agent's next reply,Knowledge & Predict,High,5,backend,ai,,"As an agent, I want a suggested next reply and a recommended autopilot scope each turn, so that I can respond quickly and know when to hand off to autopilot.

=== TECHNICAL DESIGN ===
Prompt for a concise reply + a recommended autopilot scope; return both; keep it non-binding.","Scenario: Reply + scope hint
  Given a client message awaits my response
  When next-best-response runs
  Then it returns a concise suggested reply and an autopilot scope recommendation"
Feature,192,,,,,,Callback Scheduling,Callbacks,Medium,,backend,connect,,"For clients who prefer a phone call to a chat, the platform schedules a validated callback: the schedule-callback Lambda creates an Amazon EventBridge Scheduler event for the requested time, the execute-callback Lambda fires at that time (in production it would trigger an outbound call), and the cancel/reschedule task path lets clients change it. The agent app shows a callback confirmation with the scheduled time and a reference.

Value: meets clients on their preferred channel and guarantees the call is scheduled at the right instant.

=== ARCHITECTURE & STACK ===
schedule-callback Lambda creates a one-time Amazon EventBridge Scheduler schedule targeting the
execute-callback Lambda at the resolved UTC instant. The time is computed + validated SERVER-side (never by
the LLM - see the autopilot callback scope, which emits {dayReference,hour24,minute} and lets the server
resolve ET->UTC). The agent app shows a callback confirmation (time + REF). cancel-reschedule-callback (a
standard task) updates or deletes the schedule.","Definition of done:
- A requested callback creates a scheduled event at the correct (validated) time.
- The event fires at the scheduled time and is observable.
- Clients can cancel or reschedule via the standard task flow."
Epic,193,,,Schedule a Callback,192,192,Schedule a Callback,Callbacks,Medium,,backend,connect,,"Create a scheduled callback from the client's requested time, with agent availability reflected and the time validated server-side. Surfaced via the in-chat callback scheduler UI and confirmed in the agent app.

Value: dependable scheduling with no timezone or availability surprises.

=== TECHNICAL SCOPE ===
schedule-callback creates the EventBridge schedule (no flexible window); persist {callbackId, scheduledUtc,
clientId, REF}. CallbackScheduler renders in chat; reflect availability from describeCallbackAvailability.","Definition of done:
- A schedule event is created for the validated instant.
- The client and agent both see a confirmation with the time and reference."
Story,194,,Schedule a Callback,,,193,Schedule a callback for a chosen time,Callbacks,,5,backend,connect,,"As an investor, I want to schedule a callback at a time that works for me, so that I can get help by phone without waiting on hold.

=== TECHNICAL DESIGN ===
POST /schedule-callback {clientId, instantUtc}; create the schedule; return REF + confirmation; render it
in chat and in the agent app.","Scenario: Callback is scheduled
  Given I request a callback at a specific time
  When the request is accepted
  Then a scheduled event is created for the validated time and I receive a confirmation with a reference"
Epic,195,,,Execute & Manage Callback Lifecycle,192,192,Execute & Manage Callback Lifecycle,Callbacks,Medium,,backend,,,"The execution and lifecycle side: the execute-callback Lambda fires at the scheduled time, and cancel/reschedule (handled by the standard autopilot task) updates or removes the scheduled event.

Value: callbacks actually happen, and clients can adjust them without friction.

=== TECHNICAL SCOPE ===
execute-callback is the schedule target (in prod it would place the outbound call / notify the queue).
Cancel deletes the schedule; reschedule updates its time. Both confirm to the client.","Definition of done:
- The scheduled handler runs at the target time.
- Cancel removes and reschedule moves the event; both confirm to the client."
Story,196,,Execute & Manage Callback Lifecycle,,,195,Have my callback fire at the scheduled time,Callbacks,,3,backend,,,"As an investor, I want my scheduled callback to actually trigger at the right time, so that the call I arranged happens as promised.

=== TECHNICAL DESIGN ===
execute-callback handler invoked by EventBridge at the instant; make it idempotent; log it and (in prod)
trigger the outbound action.","Scenario: Scheduled callback fires
  Given a callback is scheduled
  When the scheduled time arrives
  Then the execute-callback handler runs (and in production would place the outbound call)"
Story,197,,Execute & Manage Callback Lifecycle,,,195,Cancel or reschedule a callback,Callbacks,,3,backend,ai,,"As an investor, I want to cancel or move a callback I arranged, so that plans change and I am not stuck with the original time.

=== TECHNICAL DESIGN ===
The cancel-reschedule-callback task -> execute-task -> delete or update the EventBridge schedule; confirm
to the client.","Scenario: Cancel and reschedule
  Given I have a callback scheduled
  When I cancel it, the event is removed
  And when I reschedule it, the event moves to the new validated time"
